,id,popularity,release_date,title,vote_average,vote_count,day,month,release_year,weekday
2177,11337,5.720538,1980-09-26,Stardust Memories,6.9,96.0,26.0,9.0,1980.0,viernes
2178,162,17.612244,1990-12-05,Edward Scissorhands,7.5,3731.0,5.0,12.0,1990.0,miércoles
2179,25723,2.305829,1998-04-07,Overnight Delivery,5.8,24.0,7.0,4.0,1998.0,martes
2180,73351,0.532294,1998-09-22,Shadrach,6.6,4.0,22.0,9.0,1998.0,martes
2181,8916,16.025625,1998-10-02,Antz,6.0,1320.0,2.0,10.0,1998.0,viernes
2182,28134,2.533982,1998-05-18,The Impostors,6.0,18.0,18.0,5.0,1998.0,lunes
2183,9429,12.480685,1998-10-01,A Night at the Roxbury,5.9,202.0,1.0,10.0,1998.0,jueves
2184,12159,11.218378,1998-10-02,What Dreams May Come,6.8,596.0,2.0,10.0,1998.0,viernes
2185,27791,2.31478,1998-10-02,Strangeland,4.7,36.0,2.0,10.0,1998.0,viernes
2188,10156,9.270492,1981-06-12,History of the World: Part I,6.5,205.0,12.0,6.0,1981.0,viernes
2189,10377,7.922216,1992-03-13,My Cousin Vinny,7.3,393.0,13.0,3.0,1992.0,viernes
2191,4975,1.354102,1998-09-16,Love Is the Devil: Study for a Portrait of Francis Bacon,6.7,19.0,16.0,9.0,1998.0,miércoles
2192,37532,0.555304,1998-10-07,Slam,6.7,7.0,7.0,10.0,1998.0,miércoles
2193,9713,5.403617,1998-10-08,Holy Man,4.9,113.0,8.0,10.0,1998.0,jueves
2194,134368,1.082,1998-10-09,One Tough Cop,3.0,3.0,9.0,10.0,1998.0,viernes
2197,9821,6.78844,1998-10-23,The Mighty,7.1,51.0,23.0,10.0,1998.0,viernes
2198,4437,7.482865,1984-12-06,2010,6.6,290.0,6.0,12.0,1984.0,jueves
2199,1890,8.503064,1986-09-13,Children of a Lesser God,6.9,72.0,13.0,9.0,1986.0,sábado
2200,1955,8.405672,1980-10-02,The Elephant Man,7.9,740.0,2.0,10.0,1980.0,jueves
2201,39437,1.557283,1998-10-16,Beloved,5.9,26.0,16.0,10.0,1998.0,viernes
2202,11932,13.018491,1998-10-16,Bride of Chucky,5.5,366.0,16.0,10.0,1998.0,viernes
2203,6435,7.757795,1998-10-16,Practical Magic,6.3,348.0,16.0,10.0,1998.0,viernes
2204,108316,0.41735,1998-10-23,The Alarmist,3.3,3.0,23.0,10.0,1998.0,viernes
2205,10683,5.493697,1998-10-16,Happiness,7.4,197.0,16.0,10.0,1998.0,viernes
2206,63709,0.158503,1998-10-16,Reach The Rock,7.5,3.0,16.0,10.0,1998.0,viernes
2207,9445,15.352714,1998-10-23,Apt Pupil,6.2,168.0,23.0,10.0,1998.0,viernes
2208,2657,11.0874,1998-09-17,Pleasantville,7.1,498.0,17.0,9.0,1998.0,jueves
2209,9425,7.970031,1998-10-23,Soldier,6.1,226.0,23.0,10.0,1998.0,viernes
2210,32326,0.802931,1998-10-23,The Cruise,7.8,8.0,23.0,10.0,1998.0,viernes
2212,8675,5.919725,1997-09-06,Orgazmo,6.2,116.0,6.0,9.0,1997.0,sábado
2213,125762,0.050217,1998-12-04,Shattered Image,0.0,0.0,4.0,12.0,1998.0,viernes
2214,20701,5.732016,1990-05-03,Tales from the Darkside: The Movie,5.8,92.0,3.0,5.0,1990.0,jueves
2215,9945,13.318722,1998-04-15,Vampires,5.8,262.0,15.0,4.0,1998.0,miércoles
2216,73,18.157166,1998-10-30,American History X,8.2,3120.0,30.0,10.0,1998.0,viernes
2217,18603,0.495079,1997-06-01,Hands on a Hard Body: The Documentary,8.7,6.0,1.0,6.0,1997.0,domingo
2218,46889,1.575026,1998-10-30,Living Out Loud,5.4,12.0,30.0,10.0,1998.0,viernes
2219,12888,3.436535,1998-11-04,Belly,6.1,42.0,4.0,11.0,1998.0,miércoles
2220,3033,6.788021,1998-01-21,Gods and Monsters,6.8,82.0,21.0,1.0,1998.0,miércoles
2221,9882,9.019114,1998-11-06,The Siege,6.1,361.0,6.0,11.0,1998.0,viernes
2222,10663,9.461823,1998-11-06,The Waterboy,5.9,521.0,6.0,11.0,1998.0,viernes
2223,4518,7.566321,1998-09-13,Elizabeth,7.2,346.0,13.0,9.0,1998.0,domingo
2224,1808,16.5293,1998-10-23,Velvet Goldmine,6.9,119.0,23.0,10.0,1998.0,viernes
2225,3600,11.023042,1998-11-13,I Still Know What You Did Last Summer,5.1,381.0,13.0,11.0,1998.0,viernes
2226,17037,3.366048,1998-11-12,I'll Be Home for Christmas,5.2,65.0,12.0,11.0,1998.0,jueves
2227,297,14.026744,1998-11-12,Meet Joe Black,6.9,1174.0,12.0,11.0,1998.0,jueves
2228,5332,1.157399,1998-09-04,Dancing at Lughnasa,6.0,10.0,4.0,9.0,1998.0,viernes
2229,21589,0.88051,1996-10-25,Hard Core Logo,6.4,8.0,25.0,10.0,1996.0,viernes
2230,8336,0.942562,1998-08-02,The Naked Man,6.0,3.0,2.0,8.0,1998.0,domingo
2231,11893,15.236541,1985-11-15,Runaway Train,7.0,129.0,15.0,11.0,1985.0,viernes
2232,123056,1.229428,1986-01-22,Desert Bloom,4.9,8.0,22.0,1.0,1986.0,miércoles
2234,32081,4.652503,1984-06-22,The Pope of Greenwich Village,6.4,40.0,22.0,6.0,1984.0,viernes
2235,14924,5.681582,1986-11-07,Sid & Nancy,7.0,106.0,7.0,11.0,1986.0,viernes
2236,10002,3.095584,1986-06-13,Mona Lisa,6.7,62.0,13.0,6.0,1986.0,viernes
2237,41817,5.531486,1990-02-02,Heart Condition,5.1,25.0,2.0,2.0,1990.0,viernes
2239,12560,11.620392,1983-09-09,The Big Chill,6.8,124.0,9.0,9.0,1983.0,viernes
2240,9798,12.978751,1998-11-20,Enemy of the State,6.7,1266.0,20.0,11.0,1998.0,viernes
2241,14444,5.154373,1998-11-20,The Rugrats Movie,5.8,149.0,20.0,11.0,1998.0,viernes
2242,9487,16.869209,1998-11-25,A Bug's Life,6.8,2379.0,25.0,11.0,1998.0,miércoles
2243,9466,5.704352,1998-09-07,Celebrity,6.0,113.0,7.0,9.0,1998.0,lunes
2245,2042,3.699017,1998-11-20,Savior,7.1,29.0,20.0,11.0,1998.0,viernes
2246,10162,4.502687,1998-09-15,Waking Ned,7.4,58.0,15.0,9.0,1998.0,martes
2255,31947,2.663294,1986-11-21,King Kong Lives,4.6,29.0,21.0,11.0,1986.0,viernes
2256,8130,8.679349,1985-03-29,Desperately Seeking Susan,6.0,99.0,29.0,3.0,1985.0,viernes
2257,11532,19.520733,1985-06-26,The Emerald Forest,7.0,64.0,26.0,6.0,1985.0,miércoles
2258,9749,6.040486,1985-05-31,Fletch,6.8,210.0,31.0,5.0,1985.0,viernes
2259,14628,10.357224,1989-03-17,Fletch Lives,5.8,98.0,17.0,3.0,1989.0,viernes
2260,9626,10.014248,1985-04-09,Red Sonja,5.0,211.0,9.0,4.0,1985.0,martes
2261,13698,6.853782,1986-03-13,Gung Ho,6.2,47.0,13.0,3.0,1986.0,jueves
2262,10466,7.054864,1986-03-15,The Money Pit,6.2,288.0,15.0,3.0,1986.0,sábado
2263,707,12.840798,1985-05-24,A View to a Kill,6.0,515.0,24.0,5.0,1985.0,viernes
2264,11954,13.561368,1985-06-20,Lifeforce,6.2,136.0,20.0,6.0,1985.0,jueves
2265,9336,8.354488,1984-03-22,Police Academy,6.5,614.0,22.0,3.0,1984.0,jueves
2266,10157,9.021668,1985-03-28,Police Academy 2: Their First Assignment,5.6,349.0,28.0,3.0,1985.0,jueves
2267,12118,7.10005,1986-03-20,Police Academy 3: Back in Training,5.5,259.0,20.0,3.0,1986.0,jueves
2268,10587,5.952392,1987-04-02,Police Academy 4: Citizens on Patrol,4.9,261.0,2.0,4.0,1987.0,jueves
2269,11825,10.278957,1988-03-17,Police Academy 5: Assignment Miami Beach,4.7,195.0,17.0,3.0,1988.0,jueves
2270,11895,5.612379,1989-03-09,Police Academy 6: City Under Siege,4.7,183.0,9.0,3.0,1989.0,jueves
2271,9447,6.229629,1998-11-25,Babe: Pig in the City,5.3,312.0,25.0,11.0,1998.0,miércoles
2272,12257,2.312844,1998-11-25,Home Fries,4.8,32.0,25.0,11.0,1998.0,miércoles
2273,37536,0.556435,1998-11-25,Ringmaster,3.8,13.0,25.0,11.0,1998.0,miércoles
2274,10029,10.432293,1998-09-11,Very Bad Things,6.2,182.0,11.0,9.0,1998.0,viernes
2276,11252,6.715898,1998-12-04,Psycho,4.8,233.0,4.0,12.0,1998.0,viernes
2277,8545,7.214017,1998-11-05,Little Voice,6.6,62.0,5.0,11.0,1998.0,jueves
2278,10223,5.765416,1998-12-11,A Simple Plan,6.9,191.0,11.0,12.0,1998.0,viernes
2279,9745,7.372419,1998-12-10,Jack Frost,5.5,254.0,10.0,12.0,1998.0,jueves
2280,200,9.538877,1998-12-10,Star Trek: Insurrection,6.3,402.0,10.0,12.0,1998.0,jueves
2281,9837,11.898185,1998-12-15,The Prince of Egypt,6.9,847.0,15.0,12.0,1998.0,martes
2282,11545,5.997054,1998-09-17,Rushmore,7.5,688.0,17.0,9.0,1998.0,jueves
2283,1934,13.813155,1998-12-11,Shakespeare in Love,6.8,831.0,11.0,12.0,1998.0,viernes
2284,110643,0.582317,1984-12-14,Mass Appeal,7.5,3.0,14.0,12.0,1984.0,viernes
2286,13764,11.690532,1985-10-29,Santa Claus: The Movie,6.1,58.0,29.0,10.0,1985.0,martes
2288,8879,9.385078,1985-06-28,Pale Rider,7.0,255.0,28.0,6.0,1985.0,viernes
2289,1369,11.924462,1985-05-21,Rambo: First Blood Part II,6.3,884.0,21.0,5.0,1985.0,martes
2290,1368,14.778884,1982-10-22,First Blood,7.2,1523.0,22.0,10.0,1982.0,viernes
2291,1370,11.624866,1988-05-24,Rambo III,5.7,703.0,24.0,5.0,1988.0,martes
2292,10303,10.571841,1985-12-04,The Jewel of the Nile,6.0,289.0,4.0,12.0,1985.0,miércoles
2293,9326,6.827193,1984-03-30,Romancing the Stone,6.6,477.0,30.0,3.0,1984.0,viernes
2294,10328,5.773277,1985-06-21,Cocoon,6.5,329.0,21.0,6.0,1985.0,viernes
2295,11285,12.167265,1988-09-13,Cocoon: The Return,5.4,103.0,13.0,9.0,1988.0,martes
2297,1371,11.673366,1982-05-28,Rocky III,6.6,894.0,28.0,5.0,1982.0,viernes
2298,1374,10.25721,1985-11-21,Rocky IV,6.6,984.0,21.0,11.0,1985.0,jueves
2299,1375,14.007329,1990-10-18,Rocky V,5.3,688.0,18.0,10.0,1990.0,jueves
2300,15196,7.720009,1985-12-13,Clue,7.1,377.0,13.0,12.0,1985.0,viernes
2301,11904,5.203452,1985-12-04,Young Sherlock Holmes,6.7,172.0,4.0,12.0,1985.0,miércoles
2302,215875,0.896878,1986-04-04,Violets Are Blue,2.5,2.0,4.0,4.0,1986.0,viernes
2303,15596,6.669879,1986-06-13,Back to School,6.4,113.0,13.0,6.0,1986.0,viernes
2304,13818,16.071191,1986-07-25,Heartburn,5.9,48.0,25.0,7.0,1986.0,viernes
2305,29968,8.750517,1986-07-29,Nothing in Common,6.1,30.0,29.0,7.0,1986.0,martes
2306,44326,10.273979,1986-08-22,Extremities,6.0,13.0,22.0,8.0,1986.0,viernes
2307,1885,7.64499,1984-06-22,The Karate Kid,6.9,913.0,22.0,6.0,1984.0,viernes
2308,8856,9.231318,1986-06-18,"The Karate Kid, Part II",5.9,457.0,18.0,6.0,1986.0,miércoles
2309,10495,6.441664,1989-06-29,"The Karate Kid, Part III",5.5,311.0,29.0,6.0,1989.0,jueves
2310,5825,9.802574,1989-12-01,National Lampoon's Christmas Vacation,7.1,668.0,1.0,12.0,1989.0,viernes
2311,9489,10.237996,1998-12-17,You've Got Mail,6.3,859.0,17.0,12.0,1998.0,jueves
2312,16885,2.21138,1998-05-01,The General,6.5,24.0,1.0,5.0,1998.0,viernes
2313,76857,0.836911,1999-01-22,The Theory of Flight,6.0,7.0,22.0,1.0,1999.0,viernes
2314,8741,9.783966,1998-12-25,The Thin Red Line,7.2,793.0,25.0,12.0,1998.0,viernes
2315,9276,13.462253,1998-12-25,The Faculty,6.2,500.0,25.0,12.0,1998.0,viernes
2316,9822,6.939576,1998-12-25,Mighty Joe Young,5.9,208.0,25.0,12.0,1998.0,viernes
2318,10312,12.52181,1998-12-25,Patch Adams,7.0,863.0,25.0,12.0,1998.0,viernes
2319,9441,7.17892,1998-12-25,Stepmom,6.9,286.0,25.0,12.0,1998.0,viernes
2321,125582,0.670559,1998-12-25,Down in the Delta,6.4,5.0,25.0,12.0,1998.0,viernes
2322,24525,7.352493,1998-12-25,Hurlyburly,5.6,22.0,25.0,12.0,1998.0,viernes
2323,10368,3.094893,1999-03-25,Tea with Mussolini,5.8,32.0,25.0,3.0,1999.0,jueves
2324,11365,3.895735,1997-09-01,Wilde,6.7,62.0,1.0,9.0,1997.0,lunes
2325,140897,1.28977,1998-12-18,Outside Ozona,6.0,2.0,18.0,12.0,1998.0,viernes
2326,31662,4.40959,1997-08-28,Affliction,5.8,56.0,28.0,8.0,1997.0,jueves
2327,36136,2.58581,1998-12-30,Another Day in Paradise,6.4,38.0,30.0,12.0,1998.0,miércoles
2328,1363,6.971268,1998-12-30,The Hi-Lo Country,4.7,9.0,30.0,12.0,1998.0,miércoles
2329,46992,6.387602,1998-12-30,Hilary and Jackie,6.5,23.0,30.0,12.0,1998.0,miércoles
2330,825,3.010088,1998-12-30,Playing by Heart,6.6,49.0,30.0,12.0,1998.0,miércoles
2331,22913,0.477356,1997-08-31,24 7: Twenty Four Seven,6.3,10.0,31.0,8.0,1997.0,domingo
2332,15556,7.638813,1999-01-15,At First Sight,5.9,49.0,15.0,1.0,1999.0,viernes
2333,28902,6.028168,1999-01-15,In Dreams,5.4,45.0,15.0,1.0,1999.0,viernes
2334,14709,9.162643,1999-01-15,Varsity Blues,6.0,126.0,15.0,1.0,1999.0,viernes
2335,9423,7.116537,1999-01-14,Virus,5.0,151.0,14.0,1.0,1999.0,jueves
2336,14443,3.47192,1987-08-22,The Garbage Pail Kids Movie,3.0,20.0,22.0,8.0,1987.0,sábado
2337,10658,10.722672,1986-08-01,Howard the Duck,5.1,227.0,1.0,8.0,1986.0,viernes
2338,6917,4.742709,1987-04-21,The Gate,5.9,107.0,21.0,4.0,1987.0,martes
2339,40729,1.214091,1990-05-24,The Gate II: Trespassers,5.3,16.0,24.0,5.0,1990.0,jueves
2340,24086,3.791972,1986-08-15,The Boy Who Could Fly,6.0,36.0,15.0,8.0,1986.0,viernes
2342,9426,13.534589,1986-08-15,The Fly,7.1,1038.0,15.0,8.0,1986.0,viernes
2343,10344,9.207436,1989-02-10,The Fly II,5.2,159.0,10.0,2.0,1989.0,viernes
2344,15698,4.819467,1986-06-27,Running Scared,6.4,58.0,27.0,6.0,1986.0,viernes
2345,2620,5.037671,1986-08-15,Armed and Dangerous,5.3,46.0,15.0,8.0,1986.0,viernes
2347,16337,9.501011,1986-08-22,The Texas Chainsaw Massacre 2,5.8,142.0,22.0,8.0,1986.0,viernes
2348,25018,5.79907,1990-01-12,Leatherface: Texas Chainsaw Massacre III,5.1,75.0,12.0,1.0,1990.0,viernes
2349,16780,6.854576,1994-01-01,Texas Chainsaw Massacre: The Next Generation,3.9,96.0,1.0,1.0,1994.0,sábado
2350,12151,7.427491,1986-06-26,Ruthless People,6.7,104.0,26.0,6.0,1986.0,jueves
2351,25438,2.612214,1986-10-24,Trick or Treat,5.6,40.0,24.0,10.0,1986.0,viernes
2352,33278,5.012318,1986-10-10,Deadly Friend,5.9,57.0,10.0,10.0,1986.0,viernes
2353,274253,0.063442,1986-06-13,Belizaire the Cajun,5.0,1.0,13.0,6.0,1986.0,viernes
2354,192,11.469751,1986-09-24,The Name of the Rose,7.2,739.0,24.0,9.0,1986.0,miércoles
2355,10945,4.477284,1986-10-09,Jumpin' Jack Flash,5.9,86.0,9.0,10.0,1986.0,jueves
2356,10013,7.471655,1986-10-05,Peggy Sue Got Married,5.9,138.0,5.0,10.0,1986.0,domingo
2357,9671,7.791212,1986-09-26,Crocodile Dundee,6.3,512.0,26.0,9.0,1986.0,viernes
2358,9396,8.948565,1988-05-19,Crocodile Dundee II,5.5,310.0,19.0,5.0,1988.0,jueves
2359,11038,2.86084,1986-10-03,Tough Guys,5.7,41.0,3.0,10.0,1986.0,viernes
2360,12278,3.589199,1986-10-24,Soul Man,5.4,42.0,24.0,10.0,1986.0,viernes
2361,11873,11.613655,1986-10-07,The Color of Money,6.7,297.0,7.0,10.0,1986.0,martes
2362,18588,15.921964,1986-11-07,52 Pick-Up,5.8,23.0,7.0,11.0,1986.0,viernes
2363,10015,7.390012,1986-12-15,Heartbreak Ridge,6.5,270.0,15.0,12.0,1986.0,lunes
2364,12715,3.150899,1986-11-21,Firewalker,5.0,48.0,21.0,11.0,1986.0,viernes
2365,8388,6.377624,1986-12-12,¡Three Amigos!,6.3,287.0,12.0,12.0,1986.0,viernes
2366,45712,1.807605,1999-01-22,Gloria,5.5,13.0,22.0,1.0,1999.0,viernes
2368,8129,1.878973,1998-05-15,My Name Is Joe,7.1,29.0,15.0,5.0,1998.0,viernes
2369,1618,11.089962,1998-10-30,Still Crazy,7.1,35.0,30.0,10.0,1998.0,viernes
2371,296543,0.036471,1997-01-01,Tinseltown,5.0,1.0,1.0,1.0,1997.0,miércoles
2372,10314,7.064982,1999-01-29,She's All That,5.7,425.0,29.0,1.0,1999.0,viernes
2373,125548,1.403627,1999-01-29,The 24 Hour Woman,2.0,1.0,29.0,1.0,1999.0,viernes
2374,47139,0.137676,1998-10-16,"Blood, Guts, Bullets and Octane",6.0,3.0,16.0,10.0,1998.0,viernes
2376,170187,0.12732,1998-09-10,Spanish Fly,0.0,0.0,10.0,9.0,1998.0,jueves
2377,2112,9.112008,1999-02-05,Payback,6.7,557.0,5.0,2.0,1999.0,viernes
2378,16172,6.053045,1999-02-05,Simply Irresistible,5.5,52.0,5.0,2.0,1999.0,viernes
2379,111794,0.759793,1998-01-01,20 Dates,3.7,3.0,1.0,1.0,1998.0,jueves
2381,20595,1.380947,1998-10-23,The Last Days,7.7,10.0,23.0,10.0,1998.0,viernes
2383,11622,8.355977,1999-02-12,Blast from the Past,6.3,247.0,12.0,2.0,1999.0,viernes
2384,10207,5.101392,1999-02-22,Message in a Bottle,5.9,198.0,22.0,2.0,1999.0,lunes
2385,9849,12.65102,1999-02-11,My Favorite Martian,5.1,81.0,11.0,2.0,1999.0,jueves
2386,82865,0.054592,1998-05-14,"God Said, 'Ha!'",8.0,1.0,14.0,5.0,1998.0,jueves
2387,18892,7.434797,1999-01-30,Jawbreaker,5.9,93.0,30.0,1.0,1999.0,sábado
2388,13466,6.652528,1999-02-19,October Sky,7.4,259.0,19.0,2.0,1999.0,viernes
2389,1542,12.329066,1999-02-19,Office Space,7.4,1068.0,19.0,2.0,1999.0,viernes
2391,15256,3.227046,1999-02-26,200 Cigarettes,6.1,44.0,26.0,2.0,1999.0,viernes
2392,8224,7.473718,1999-02-26,8MM,6.1,479.0,26.0,2.0,1999.0,viernes
2393,18417,3.816491,1999-02-26,The Other Sister,6.0,35.0,26.0,2.0,1999.0,viernes
2394,12479,2.421573,1999-02-13,Breakfast of Champions,5.2,28.0,13.0,2.0,1999.0,sábado
2395,15031,0.167229,1999-02-26,The Breaks,5.2,3.0,26.0,2.0,1999.0,viernes
2396,15209,4.515523,1997-01-17,Eight Days a Week,6.0,11.0,17.0,1.0,1997.0,viernes
2397,26425,1.165752,1999-02-26,Just the Ticket,5.8,8.0,26.0,2.0,1999.0,viernes
2400,8913,8.365761,1989-04-21,Pet Sematary,6.4,417.0,21.0,4.0,1989.0,viernes
2401,10906,6.823445,1992-08-28,Pet Sematary II,5.0,107.0,28.0,8.0,1992.0,viernes
2402,25748,8.357875,1993-01-29,Children of the Corn II: The Final Sacrifice,4.5,50.0,29.0,1.0,1993.0,viernes
2403,25749,4.411511,1995-09-12,Children of the Corn III: Urban Harvest,4.7,50.0,12.0,9.0,1995.0,martes
2404,8769,7.106757,1983-12-08,Christine,6.5,392.0,8.0,12.0,1983.0,jueves
2405,14742,4.535207,1982-07-30,Night Shift,5.9,46.0,30.0,7.0,1982.0,viernes
2412,33518,5.500439,1980-07-02,Alligator,5.6,63.0,2.0,7.0,1980.0,miércoles
2425,113286,0.042361,1998-12-01,The Dancemaker,7.0,1.0,1.0,12.0,1998.0,martes
2426,9535,7.634017,1999-03-05,Analyze This,6.4,512.0,5.0,3.0,1999.0,viernes
2427,9455,9.208831,1999-03-12,The Corruptor,6.1,60.0,12.0,3.0,1999.0,viernes
2428,796,8.181065,1999-03-05,Cruel Intentions,6.6,848.0,5.0,3.0,1999.0,viernes
2429,100,4.60786,1998-03-05,"Lock, Stock and Two Smoking Barrels",7.5,1671.0,5.0,3.0,1998.0,jueves
2430,47501,5.204937,1997-09-01,Six Ways to Sunday,6.1,6.0,1.0,9.0,1997.0,lunes
2432,84586,0.407322,1998-06-26,Relax... It's Just Sex,3.7,3.0,26.0,6.0,1998.0,viernes
2433,30943,5.78468,1999-03-12,The Deep End of the Ocean,6.0,58.0,12.0,3.0,1999.0,viernes
2434,107946,0.00118,1999-01-09,Harvest,0.0,0.0,9.0,1.0,1999.0,sábado
2435,7341,4.766591,1999-03-11,The Rage: Carrie 2,5.1,79.0,11.0,3.0,1999.0,jueves
2436,10350,5.924059,1999-03-11,Wing Commander,4.0,75.0,11.0,3.0,1999.0,jueves
2438,9540,5.53202,1988-09-23,Dead Ringers,7.0,176.0,23.0,9.0,1988.0,viernes
2439,31503,2.183504,1993-08-06,My Boyfriend's Back,5.4,22.0,6.0,8.0,1993.0,viernes
2442,22345,7.707344,1999-03-12,Baby Geniuses,3.3,75.0,12.0,3.0,1999.0,viernes
2443,53685,0.376634,1998-08-07,Telling You,1.5,2.0,7.0,8.0,1998.0,viernes
2445,1641,7.906035,1999-03-12,Forces of Nature,5.1,141.0,12.0,3.0,1999.0,viernes
2446,47288,1.466461,1999-03-19,The King and I,5.0,23.0,19.0,3.0,1999.0,viernes
2447,10212,5.486645,1999-03-16,Ravenous,6.8,144.0,16.0,3.0,1999.0,martes
2448,10354,11.600645,1999-03-19,True Crime,6.3,146.0,19.0,3.0,1999.0,viernes
2450,8583,4.79927,1998-02-20,Dangerous Beauty,6.9,59.0,20.0,2.0,1998.0,viernes
2451,123728,0.041825,1996-04-09,The Empty Mirror,6.0,1.0,9.0,4.0,1996.0,martes
2453,16508,2.924948,1999-03-26,Doug's 1st Movie,5.4,22.0,26.0,3.0,1999.0,viernes
2454,11374,7.48939,1999-03-26,Edtv,5.7,168.0,26.0,3.0,1999.0,viernes
2455,16379,3.826503,1999-03-26,The Mod Squad,4.1,37.0,26.0,3.0,1999.0,viernes
2456,125123,0.381749,1998-06-24,Among Giants,4.5,2.0,24.0,6.0,1998.0,miércoles
2457,28029,7.703645,1999-01-29,A Walk on the Moon,6.2,21.0,29.0,1.0,1999.0,viernes
2458,603,33.366332,1999-03-30,The Matrix,7.9,9079.0,30.0,3.0,1999.0,martes
2459,4951,12.069966,1999-03-30,10 Things I Hate About You,7.3,1768.0,30.0,3.0,1999.0,martes
2461,8970,9.019881,1999-04-02,The Out-of-Towners,5.1,46.0,2.0,4.0,1999.0,viernes
2464,30950,0.503503,1997-08-30,Metroland,6.1,8.0,30.0,8.0,1997.0,sábado
2465,70687,0.623073,1997-06-06,The Sticky Fingers of Time,4.8,3.0,6.0,6.0,1997.0,viernes
2466,11660,5.283661,1998-09-12,Following,7.2,363.0,12.0,9.0,1998.0,sábado
2467,9430,8.344282,1999-04-09,Go,7.0,198.0,9.0,4.0,1999.0,viernes
2468,11355,7.257679,1999-04-09,Never Been Kissed,5.8,378.0,9.0,4.0,1999.0,viernes
2470,9465,3.380684,1999-01-22,Cookie's Fortune,6.2,35.0,22.0,1.0,1999.0,viernes
2471,27455,0.431822,1999-04-09,Foolish,6.3,3.0,9.0,4.0,1999.0,viernes
2473,49981,8.661415,1998-05-01,Goodbye Lover,5.8,11.0,1.0,5.0,1998.0,viernes
2474,6522,7.579444,1999-04-16,Life,6.4,179.0,16.0,4.0,1999.0,viernes
2475,114719,1.53188,1999-04-16,Friends & Lovers,5.5,6.0,16.0,4.0,1999.0,viernes
2476,10209,2.402484,1998-11-17,Hideous Kinky,6.2,23.0,17.0,11.0,1998.0,martes
2478,143299,0.505964,1999-04-18,The Joyriders,6.0,1.0,18.0,4.0,1999.0,domingo
2482,6396,4.370812,1998-09-24,SLC Punk,7.3,93.0,24.0,9.0,1998.0,jueves
2483,39964,1.337096,1999-04-23,Lost & Found,4.9,26.0,23.0,4.0,1999.0,viernes
2484,12596,7.073467,1999-04-23,Pushing Tin,5.7,117.0,23.0,4.0,1999.0,viernes
2485,9451,7.174396,1999-04-23,Election,6.7,275.0,23.0,4.0,1999.0,viernes
2486,1946,11.446138,1999-04-14,eXistenZ,6.7,487.0,14.0,4.0,1999.0,miércoles
2487,89522,0.353206,1998-03-19,A Little Bit of Soul,5.0,2.0,19.0,3.0,1998.0,jueves
2489,139445,0.187537,1998-05-26,Nô,7.0,1.0,26.0,5.0,1998.0,martes
2490,74140,0.001824,1999-04-01,Let It Come Down: The Life of Paul Bowles,0.0,0.0,1.0,4.0,1999.0,jueves
2491,1844,10.62333,1999-04-29,Entrapment,6.0,613.0,29.0,4.0,1999.0,jueves
2492,6552,6.851628,1999-04-30,Idle Hands,6.1,183.0,30.0,4.0,1999.0,viernes
2493,24584,2.196587,1998-08-16,Get Real,6.6,45.0,16.0,8.0,1998.0,domingo
2494,213985,0.310475,1999-04-29,Heaven,6.1,5.0,29.0,4.0,1999.0,jueves
2496,4154,0.632591,1999-04-30,Three Seasons,6.8,7.0,30.0,4.0,1999.0,viernes
2497,28519,2.69143,1999-04-16,The Winslow Boy,6.4,22.0,16.0,4.0,1999.0,viernes
2499,18462,4.947043,1984-11-16,Night of the Comet,6.1,94.0,16.0,11.0,1984.0,viernes
2500,28941,8.034105,1986-03-21,Chopping Mall,5.5,58.0,21.0,3.0,1986.0,viernes
2501,18252,3.868014,1985-08-09,My Science Project,6.1,41.0,9.0,8.0,1985.0,viernes
2502,8592,8.304776,1990-06-15,Dick Tracy,5.9,258.0,15.0,6.0,1990.0,viernes
2503,564,23.984065,1999-04-16,The Mummy,6.6,2796.0,16.0,4.0,1999.0,viernes
2504,13852,4.337545,1997-04-10,The Castle,7.4,69.0,10.0,4.0,1997.0,jueves
2505,140519,0.970449,1999-05-07,Mascara,6.0,1.0,7.0,5.0,1999.0,viernes
2506,25232,1.704254,1999-05-07,This Is My Father,4.5,2.0,7.0,5.0,1999.0,viernes
2508,10210,6.078792,1999-04-25,A Midsummer Night's Dream,6.4,95.0,25.0,4.0,1999.0,domingo
2509,53862,0.218263,1999-05-12,Trippin',4.5,4.0,12.0,5.0,1999.0,miércoles
2512,4927,1.666469,1998-05-14,Edge of Seventeen,5.7,29.0,14.0,5.0,1998.0,jueves
2513,122190,0.052279,1999-05-14,Endurance,6.0,1.0,14.0,5.0,1999.0,viernes
2514,1893,15.649091,1999-05-19,Star Wars: Episode I - The Phantom Menace,6.4,4526.0,19.0,5.0,1999.0,miércoles
2515,31342,2.012283,1999-05-21,The Love Letter,5.9,17.0,21.0,5.0,1999.0,viernes
2516,44297,5.435716,1998-09-14,Besieged,7.2,14.0,14.0,9.0,1998.0,lunes
2517,95627,0.431876,1998-08-14,Frogs for Snakes,0.0,0.0,14.0,8.0,1998.0,viernes
2525,15660,2.878266,1981-09-18,Mommie Dearest,6.6,55.0,18.0,9.0,1981.0,viernes
2527,8536,10.301621,1980-12-04,Superman II,6.5,642.0,4.0,12.0,1980.0,jueves
2528,9531,9.614638,1983-06-17,Superman III,5.3,500.0,17.0,6.0,1983.0,viernes
