,adult,budget,id,popularity,revenue,title,vote_average,vote_count,day,month,year
18819,False,0,85033,11.102969,0.0,Café de Flore,6.8,60.0,17.0,11.0,2011.0
18823,False,6000,56180,2.266539,0.0,The Silent House,5.3,46.0,25.0,8.0,2010.0
18834,False,4500000,50365,5.208243,0.0,Our Day Will Come,6.8,41.0,15.0,9.0,2010.0
18836,False,0,45993,1.338043,0.0,The Woman in the Rumor,7.5,6.0,20.0,6.0,1954.0
18838,False,0,73872,6.771605,0.0,Terraferma,6.5,21.0,7.0,9.0,2011.0
18840,False,4500000,82327,3.00927,0.0,Goodbye First Love,6.4,34.0,4.0,7.0,2011.0
18847,False,0,109979,0.500427,0.0,18 Years Later,7.1,12.0,4.0,7.0,2010.0
18848,False,10000000,73211,4.167899,0.0,King of Devil's Island,7.2,67.0,16.0,12.0,2010.0
18853,False,2000000,63310,4.666232,0.0,Bullhead,7.4,106.0,2.0,2.0,2011.0
18854,False,0,86727,0.780497,0.0,Le Crabe-Tambour,6.0,6.0,9.0,11.0,1977.0
18859,False,0,84660,0.429134,0.0,The Flower in Hell,6.5,3.0,19.0,4.0,1958.0
18860,False,0,255772,0.051215,0.0,White Mountains,5.0,1.0,1.0,1.0,1964.0
18864,False,0,84820,0.344463,0.0,The Mad Masters,6.5,10.0,24.0,8.0,1955.0
18869,False,0,54081,0.405492,0.0,Aakrosh,6.4,9.0,1.0,10.0,2010.0
18880,False,0,19757,1.408341,0.0,Icarus XB 1,6.7,16.0,26.0,7.0,1963.0
18881,False,0,85621,1.517652,0.0,Men in Hope,6.7,20.0,25.0,8.0,2011.0
18883,False,0,111304,0.115232,0.0,Black Sun,6.3,3.0,18.0,4.0,1964.0
18884,False,0,74402,1.252491,0.0,The Murderer Lives at Number 21,7.2,20.0,7.0,8.0,1942.0
18904,False,0,79042,0.977799,0.0,If a Tree Falls: A Story of the Earth Liberation Front,6.3,11.0,22.0,6.0,2011.0
18907,False,0,106373,0.076776,0.0,"That Day, on the Beach",7.5,2.0,11.0,4.0,1983.0
18909,False,0,89287,1.2922,0.0,The Fairy,6.1,17.0,11.0,5.0,2011.0
18916,False,0,61361,0.550466,0.0,L'outremangeur,8.0,2.0,10.0,9.0,2002.0
18918,False,0,148371,0.370132,0.0,A Story Written with Water,8.5,2.0,23.0,11.0,1965.0
18922,False,0,131476,0.788768,0.0,Sweet Bunch,7.0,6.0,19.0,10.0,1983.0
18932,False,0,135686,0.003221,0.0,The Headhunter's Sister,0.0,0.0,1.0,1.0,1997.0
18934,False,0,63946,0.214552,43880.0,Viva Riva!,5.4,5.0,10.0,9.0,2010.0
18935,False,0,82624,0.904979,0.0,The Forgiveness of Blood,6.7,18.0,18.0,2.0,2011.0
18936,False,8000000,59835,1.291609,0.0,Among Wolves,5.6,8.0,26.0,11.0,2010.0
18941,False,0,79934,2.587144,0.0,The Clown,7.2,41.0,28.0,10.0,2011.0
18943,False,0,73881,4.169996,0.0,Thawing Out,5.7,7.0,2.0,2.0,2009.0
18946,False,1250000,26815,2.250426,0.0,Rocket Singh: Salesman of the Year,7.0,28.0,11.0,12.0,2009.0
18947,False,0,103243,1.982419,0.0,Vicky Donor,6.9,37.0,20.0,4.0,2012.0
18949,False,0,111188,0.274637,0.0,Extraordinary Stories,8.0,4.0,1.0,5.0,2008.0
18950,False,0,258253,0.073328,0.0,Small Town of Anara,7.0,1.0,6.0,3.0,1978.0
18955,False,0,73517,1.039086,0.0,Boys Love,2.8,5.0,24.0,11.0,2006.0
18962,False,25412760,14400,7.663624,0.0,The Heir Apparent: Largo Winch,6.1,176.0,17.0,12.0,2008.0
18966,False,0,132122,0.497498,0.0,Chains,7.0,2.0,29.0,10.0,1949.0
18967,False,0,110573,0.574287,0.0,The Woman Who Dared,6.5,2.0,3.0,2.0,1944.0
18968,False,0,362151,0.049706,0.0,Nuoruuteni savotat,6.0,1.0,18.0,11.0,1988.0
18970,False,0,97038,0.942627,0.0,The Rose Seller,6.5,9.0,13.0,5.0,1998.0
18975,False,0,140036,0.00363,0.0,Olympian Holiday,6.3,4.0,17.0,12.0,1976.0
18982,False,1000000,39401,0.305672,0.0,The Secrets of Jonathan Sperry,6.7,8.0,27.0,4.0,2008.0
18983,False,0,25121,0.902673,0.0,Unnaipol Oruvan,6.9,10.0,18.0,9.0,2009.0
18984,False,7000000,77561,4.788492,0.0,EVA,6.4,108.0,28.0,10.0,2011.0
18986,False,12000000,78206,3.78207,1428291.0,Chicken with Plums,6.8,44.0,25.0,10.0,2011.0
18987,False,0,80742,0.496216,0.0,School of Seduction,2.3,2.0,17.0,9.0,2004.0
18993,False,0,26864,0.887434,0.0,The Fish Child,6.0,15.0,6.0,2.0,2009.0
19000,False,0,79990,1.875217,0.0,Desi Boyz,6.0,30.0,25.0,11.0,2011.0
19006,False,0,169022,0.239151,0.0,Just Friends?,6.5,4.0,17.0,12.0,2009.0
19008,False,0,50077,0.727165,0.0,Berlin '36,4.0,7.0,9.0,9.0,2009.0
19019,False,1200000,82825,3.174936,16000000.0,Kahaani,7.3,61.0,9.0,3.0,2012.0
19021,False,0,79382,2.512335,0.0,I Wish,7.1,46.0,11.0,6.0,2011.0
19022,False,0,61296,0.398914,0.0,Stavisky,6.3,10.0,15.0,5.0,1974.0
19031,False,0,44473,0.931283,0.0,Entr'acte,6.8,26.0,4.0,12.0,1924.0
19032,False,0,37000,0.415622,0.0,A Lake,6.9,8.0,1.0,9.0,2008.0
19034,False,950000,60592,0.510589,0.0,The Importance of Tying Your Own Shoes,5.9,13.0,18.0,3.0,2011.0
19035,False,0,109379,0.193585,0.0,The Peach Thief,6.0,3.0,9.0,11.0,1964.0
19036,False,0,169652,0.033575,0.0,Salomé,8.0,3.0,19.0,2.0,1972.0
19040,False,1400000,61125,1.27935,0.0,Vares - The Kiss of Evil,6.2,11.0,6.0,1.0,2011.0
19042,False,0,79995,1.241076,0.0,Late Bloomers,5.6,7.0,13.0,7.0,2011.0
19059,False,0,20847,0.667468,0.0,The Needle,6.1,9.0,16.0,9.0,1988.0
19060,False,0,48210,1.033872,0.0,The Beekeeper,6.6,8.0,1.0,1.0,1986.0
19061,False,0,39144,2.71067,0.0,Dragon Ball: Curse of the Blood Rubies,6.2,46.0,20.0,12.0,1986.0
19062,False,0,39145,2.981616,0.0,Dragon Ball: Sleeping Princess in Devil's Castle,6.1,36.0,18.0,7.0,1987.0
19065,False,0,56191,0.134957,0.0,Iria: Zeiram the Animation,8.0,3.0,23.0,6.0,1994.0
19066,False,0,48393,2.936334,0.0,Kidnapped,6.2,55.0,17.0,6.0,2010.0
19067,False,0,66956,0.341223,0.0,This Special Friendship,6.8,7.0,4.0,9.0,1964.0
19069,False,0,116776,1.60215,0.0,Dragon Ball: Mystical Adventure,6.4,30.0,9.0,7.0,1988.0
19070,False,0,39100,6.223436,0.0,Dragon Ball Z: The World's Strongest,6.1,86.0,10.0,3.0,1990.0
19074,False,0,379689,0.001187,0.0,Alcina,0.0,0.0,1.0,12.0,1999.0
19076,False,0,39101,4.955965,0.0,Dragon Ball Z: The Tree of Might,6.4,89.0,7.0,6.0,1990.0
19095,False,12000000,40171,3.03345,0.0,Woochi : The Demon Slayer,6.6,50.0,23.0,12.0,2009.0
19096,False,0,34494,6.16374,0.0,Sorry if I Love You,5.3,142.0,25.0,1.0,2008.0
19097,False,0,86157,0.72925,0.0,Torpedo Bombers,5.6,4.0,1.0,8.0,1983.0
19098,False,0,154115,0.007472,0.0,Taxi Hunter,0.0,0.0,14.0,10.0,1993.0
19114,False,0,39103,5.46959,0.0,Dragon Ball Z: Return of Cooler,6.7,100.0,7.0,3.0,1992.0
19115,False,0,24752,5.425533,0.0,Dragon Ball Z: Cooler's Revenge,6.7,97.0,20.0,7.0,1991.0
19124,False,0,39104,4.854487,0.0,Dragon Ball Z: Super Android 13,6.6,81.0,11.0,7.0,1992.0
19125,False,0,34433,7.348249,0.0,Dragon Ball Z: Broly - The Legendary Super Saiyan,7.3,134.0,6.0,3.0,1993.0
19126,False,0,78999,0.040081,0.0,Virtual JFK: Vietnam If Kennedy Had Lived,7.0,1.0,17.0,9.0,2008.0
19127,False,0,76333,1.959847,0.0,Extraterrestrial,5.0,22.0,11.0,9.0,2011.0
19131,False,0,39105,5.229103,0.0,Dragon Ball Z: Bojack Unbound,6.8,86.0,10.0,7.0,1993.0
19133,False,2000000,21506,2.800654,0.0,Noroi: The Curse,6.9,59.0,20.0,8.0,2005.0
19134,False,0,86985,1.636085,0.0,ID:A,6.7,13.0,24.0,11.0,2011.0
19135,False,0,38728,0.332499,0.0,A Colt Is My Passport,6.9,10.0,4.0,2.0,1967.0
19136,False,0,42226,0.175357,0.0,Coup de grâce,6.6,8.0,21.0,10.0,1976.0
19138,False,0,16624,1.061591,0.0,Blacksmith Scene,5.8,19.0,8.0,5.0,1893.0
19143,False,0,61111,0.116528,0.0,The Day the Fish Came Out,5.5,3.0,27.0,9.0,1967.0
19145,False,0,86664,0.435303,0.0,Crazed Fruit,7.5,10.0,12.0,7.0,1956.0
19146,False,0,71722,0.082102,0.0,Cruel Gun Story,4.5,2.0,1.0,2.0,1964.0
19147,False,0,264393,0.183668,0.0,Flame and Women,6.7,3.0,1.0,12.0,1967.0
19148,False,0,131653,0.268068,0.0,Euridice BA 2037,6.2,3.0,29.0,9.0,1975.0
19149,False,0,200281,0.077334,0.0,La sociedad del semáforo,5.0,2.0,24.0,9.0,2010.0
19153,False,0,104997,0.933202,0.0,Rat King,6.5,2.0,20.0,1.0,2012.0
19154,False,0,155288,1.037843,0.0,Bela Kiss: Prologue,4.4,4.0,10.0,1.0,2013.0
19155,False,0,16059,0.183421,0.0,Oneway-Ticket to Korsør,4.0,1.0,18.0,9.0,2008.0
19157,False,0,86980,1.159178,0.0,Once Upon A Time in Phuket,5.4,11.0,31.0,12.0,2011.0
19162,False,0,11680,4.662353,0.0,The Miser,6.5,73.0,5.0,3.0,1980.0
19163,False,0,5965,1.483815,0.0,Scorcher,3.6,9.0,1.0,1.0,2003.0
19170,False,1000000,96534,0.387594,0.0,My Last Day Without You,5.7,3.0,11.0,6.0,2011.0
19174,False,0,62289,0.153852,0.0,A Good Night to Die,2.5,1.0,1.0,1.0,2003.0
19177,False,0,53804,0.77532,0.0,No Problem,3.7,5.0,10.0,12.0,2010.0
19178,False,0,31680,1.321239,0.0,Prisoner 701: Sasori,5.0,4.0,1.0,1.0,2008.0
19181,False,0,65997,0.398848,0.0,Vampires,6.0,8.0,17.0,4.0,2010.0
19189,False,0,279159,0.037375,0.0,Physical Promise,5.0,1.0,26.0,7.0,1975.0
19191,False,0,44125,2.386729,0.0,From Beginning to End,6.6,46.0,12.0,11.0,2009.0
19196,False,0,82877,0.078586,0.0,The Gospel of Judas,7.0,2.0,5.0,4.0,2006.0
19197,False,0,44251,6.12929,0.0,Dragon Ball Z: Broly - Second Coming,6.5,102.0,12.0,3.0,1994.0
19198,False,0,50388,9.849854,0.0,King of Thorn,6.2,30.0,9.0,10.0,2009.0
19200,False,0,39106,4.252,0.0,Dragon Ball Z: Bio-Broly,5.9,86.0,9.0,7.0,1994.0
19201,False,0,39107,6.778755,0.0,Dragon Ball Z: Fusion Reborn,7.3,118.0,4.0,3.0,1995.0
19202,False,0,55184,0.001247,0.0,In the Grip of Passion,0.0,0.0,21.0,3.0,1947.0
19214,False,0,61539,0.986182,0.0,Rage,5.9,10.0,12.0,8.0,2009.0
19222,False,0,75229,2.522415,0.0,Babycall,5.4,44.0,7.0,10.0,2011.0
19225,False,0,32171,1.406611,0.0,Infection,6.4,28.0,2.0,10.0,2004.0
19229,False,0,56909,4.00779,0.0,The Immature,6.0,167.0,21.0,1.0,2011.0
19231,False,0,39108,5.264225,0.0,Dragon Ball Z: Wrath of the Dragon,6.9,102.0,15.0,7.0,1995.0
19232,False,0,39323,3.959933,0.0,Dragon Ball Z: Bardock - The Father of Goku,6.7,71.0,17.0,10.0,1990.0
19235,False,0,8736,7.348332,0.0,Dikkenek,6.8,165.0,21.0,6.0,2006.0
19236,False,0,16130,7.278823,0.0,La Classe Américaine,7.7,51.0,30.0,12.0,1993.0
19241,False,0,51365,2.223551,0.0,The Door,6.1,36.0,26.0,11.0,2009.0
19242,False,0,39324,3.781296,0.0,Dragon Ball Z: The History of Trunks,7.0,81.0,24.0,2.0,1993.0
19243,False,0,18095,3.643117,0.0,Dragon Ball GT: A Hero's Legacy,6.2,55.0,26.0,3.0,1997.0
19245,False,11000000,76696,3.649501,0.0,Sidewalls,7.3,86.0,1.0,2.0,2011.0
19251,False,0,38256,1.908312,0.0,Hierro,6.1,21.0,26.0,9.0,2009.0
19262,False,0,131997,0.071371,0.0,The Thrushes Are Still Singing,7.5,2.0,10.0,10.0,1979.0
19263,False,0,58383,1.00931,0.0,Hands Over the City,6.5,10.0,9.0,10.0,1963.0
19265,False,0,20106,3.065777,0.0,Mais qui a tué Pamela Rose ?,6.6,62.0,4.0,6.0,2003.0
19266,False,0,21145,2.999862,0.0,Louise-Michel,6.5,19.0,23.0,9.0,2008.0
19269,False,0,116019,0.337731,0.0,Taistelu Näsilinnasta 1918,6.0,1.0,23.0,3.0,2012.0
19272,False,0,24410,6.242159,0.0,K-20: The Fiend with Twenty Faces,5.9,18.0,20.0,12.0,2008.0
19273,False,0,70872,0.280851,0.0,Warning from Space,4.9,7.0,29.0,1.0,1956.0
19281,False,0,8266,5.2678,0.0,Female Agents,6.8,57.0,8.0,2.0,2008.0
19284,False,0,50090,1.209968,0.0,Secret Reunion,6.1,27.0,4.0,2.0,2010.0
19289,False,0,50696,0.470183,0.0,Profound Desires of the Gods,7.8,8.0,22.0,11.0,1968.0
19290,False,0,133523,0.160269,0.0,"See You in Hell, My Darling",7.0,1.0,1.0,1.0,1999.0
19291,False,0,43121,0.554417,0.0,The Rickshaw Man,6.8,8.0,21.0,4.0,1958.0
19292,False,0,133373,1.082036,0.0,Identification Marks: None,7.5,2.0,18.0,11.0,1965.0
19293,False,0,71719,0.367793,0.0,I Am Waiting,5.0,2.0,22.0,10.0,1957.0
19295,False,0,34800,7.948485,0.0,The Cub Tiger from Kwang Tung,4.9,19.0,31.0,3.0,1973.0
19296,False,0,21537,1.05692,0.0,Not Scared to Die,4.7,6.0,12.0,1.0,1973.0
19299,False,0,126420,0.152792,0.0,On Top of the Whale,6.8,4.0,4.0,2.0,1982.0
19300,False,0,104241,0.213784,0.0,Heroic Purgatory,8.6,5.0,26.0,9.0,1970.0
19304,False,0,95506,0.57764,0.0,I Hate But Love,7.3,4.0,1.0,1.0,1962.0
19306,False,0,38034,6.374456,0.0,The Heroine,4.4,9.0,26.0,4.0,1973.0
19310,False,0,208579,0.000308,0.0,The Rites of May,9.5,1.0,13.0,1.0,1977.0
19311,False,0,97088,0.128118,0.0,The Great Sacrifice,6.0,3.0,8.0,12.0,1944.0
19312,False,0,265579,0.396582,0.0,Immensee,7.0,2.0,26.0,12.0,1943.0
19315,False,0,458428,0.005935,0.0,Operación Cannabis,0.0,0.0,1.0,11.0,2009.0
19316,False,8000000,79224,7.030308,49000000.0,War of the Arrows,6.7,68.0,10.0,8.0,2011.0
19317,False,0,85836,7.898847,0.0,Hara-Kiri: Death of a Samurai,7.2,47.0,15.0,10.0,2011.0
19321,False,0,121210,2.249619,0.0,Our Children,6.8,22.0,19.0,8.0,2012.0
19327,False,0,93934,1.125742,0.0,"Je, Tu, Il, Elle",6.6,8.0,17.0,11.0,1976.0
19332,False,0,1556,3.502077,0.0,Funeral Parade of Roses,7.1,21.0,1.0,1.0,1969.0
19333,False,0,118624,2.374122,0.0,Doomsday Book,5.9,36.0,11.0,4.0,2012.0
19335,False,0,83539,1.451473,0.0,Letter Never Sent,7.5,28.0,27.0,6.0,1960.0
19338,False,0,42152,1.351003,0.0,From the Life of the Marionettes,7.0,18.0,8.0,10.0,1980.0
19341,False,1800000,57330,0.678594,0.0,Chameleon,7.3,3.0,3.0,12.0,2008.0
19343,False,0,71725,0.552623,0.0,Man Is Not a Bird,6.5,5.0,6.0,3.0,1965.0
19350,False,0,137625,0.155855,0.0,Nocturne 29,5.0,3.0,1.0,1.0,1968.0
19357,False,25000000,48034,7.594334,48531470.0,Little White Lies,7.1,396.0,20.0,10.0,2010.0
19365,False,0,134012,0.283025,0.0,The Zero Years,9.3,3.0,25.0,11.0,2005.0
19370,False,0,12677,7.856252,0.0,The Backwoods,5.4,26.0,24.0,9.0,2006.0
19371,False,0,79034,0.004195,0.0,La Californie,0.0,0.0,26.0,10.0,2006.0
19374,False,0,67429,0.222456,0.0,The Model Couple,4.1,4.0,30.0,3.0,1977.0
19378,False,0,84344,1.481425,0.0,Teddy Bear,6.8,25.0,22.0,1.0,2012.0
19380,False,0,35623,0.375176,0.0,For My Father,6.1,8.0,13.0,6.0,2008.0
19381,False,0,86785,0.542389,0.0,The Moment of Truth,6.0,3.0,3.0,3.0,1965.0
19387,False,0,46493,1.118328,0.0,Flowing,7.3,4.0,20.0,11.0,1956.0
19402,False,0,70808,1.390327,0.0,Klitschko,6.2,18.0,15.0,6.0,2011.0
19404,False,0,94108,0.982205,0.0,Nobody's Children,8.0,3.0,10.0,2.0,1951.0
19405,False,0,71827,1.027005,0.0,Patriotism,7.1,15.0,12.0,4.0,1966.0
19406,False,0,149145,0.378577,0.0,Les Hautes Solitudes,7.8,6.0,15.0,12.0,1974.0
19407,False,0,126278,0.343475,0.0,Vampir-Cuadecuc,5.0,2.0,17.0,5.0,1971.0
19409,False,0,122492,0.332434,0.0,The Punk Syndrome,7.6,7.0,4.0,5.0,2012.0
19410,False,0,77461,3.809202,0.0,Where Do We Go Now?,7.0,44.0,16.0,5.0,2011.0
19414,False,0,117408,0.040738,0.0,The Age of the Medici,5.0,1.0,26.0,12.0,1972.0
19425,False,0,70090,0.416902,0.0,The Pearls of the Crown,5.3,3.0,12.0,5.0,1937.0
19426,False,0,74103,0.108027,0.0,Suicide Club,5.3,2.0,25.0,11.0,2010.0
19434,False,650000,137145,7.427206,0.0,247°F,5.2,46.0,1.0,9.0,2011.0
19437,False,0,20069,8.663872,0.0,Manual of Love 2,5.1,61.0,1.0,1.0,2007.0
19438,False,0,42399,1.736532,3006000.0,The Friends at the Margherita Cafe,5.3,22.0,3.0,4.0,2009.0
19441,False,0,78464,2.955175,0.0,The Liquidator,5.3,4.0,7.0,4.0,2011.0
19443,False,0,106124,0.179625,0.0,Pearls of the Deep,6.2,5.0,6.0,1.0,1966.0
19445,False,0,64454,0.814198,0.0,The Hamburg Syndrome,5.8,7.0,22.0,11.0,1979.0
19448,False,0,67441,0.442612,0.0,Rain over Santiago,6.0,3.0,10.0,12.0,1975.0
19452,False,0,38091,0.458272,0.0,Nobody Knows Anybody,5.5,8.0,26.0,11.0,1999.0
19461,False,3800000,103663,8.462801,16800000.0,The Hunt,7.9,946.0,28.0,8.0,2012.0
19464,False,0,115712,0.668137,0.0,Either Way,6.5,2.0,2.0,9.0,2011.0
19465,False,0,52767,0.876263,0.0,The Hunter,6.8,8.0,8.0,4.0,2010.0
19467,False,2000000,102784,2.315249,1620436.0,Two Rabbits,7.1,39.0,20.0,1.0,2012.0
19478,False,0,76703,0.387779,0.0,Quadrille,6.3,2.0,29.0,1.0,1938.0
19480,False,0,17165,3.611017,0.0,Bleach the Movie: Fade to Black,6.9,33.0,13.0,12.0,2008.0
19483,False,0,148408,0.03688,0.0,The Crush,10.0,1.0,16.0,2.0,1967.0
19484,False,0,255948,0.453058,0.0,Nanayo,7.8,5.0,1.0,11.0,2008.0
19486,False,8000000,88273,8.168448,7594693.0,A Royal Affair,7.2,244.0,29.0,3.0,2012.0
19489,True,0,5422,1.420104,0.0,Erotic Nights of the Living Dead,2.2,7.0,18.0,11.0,1980.0
19493,False,0,42203,8.830557,0.0,Despair,7.0,12.0,19.0,5.0,1978.0
19494,False,0,45397,0.696557,0.0,My Left Eye Sees Ghosts,5.9,14.0,1.0,1.0,2002.0
19496,False,0,77462,3.274786,0.0,A Happy Event,6.0,67.0,27.0,9.0,2011.0
19497,False,0,85735,5.019821,0.0,Love Lasts Three Years,5.8,119.0,10.0,12.0,2011.0
19498,False,0,91913,1.240464,0.0,Volcano,7.0,10.0,30.0,9.0,2011.0
19505,False,9500000,110160,8.59498,12250.0,Laurence Anyways,7.7,190.0,18.0,5.0,2012.0
19510,False,0,64897,0.584374,0.0,Stormy Waters,6.4,7.0,27.0,11.0,1941.0
19511,False,0,105348,0.459359,0.0,A Report on the Party and the Guests,7.0,5.0,30.0,12.0,1966.0
19516,False,0,104306,0.947656,0.0,The Return of the Prodigal Son,6.0,3.0,10.0,3.0,1967.0
19517,False,0,75318,0.620939,0.0,Hood of the Living Dead,3.3,3.0,1.0,1.0,2005.0
19518,False,15400000,97365,8.400049,25762027.0,Rust and Bone,7.1,438.0,17.0,5.0,2012.0
19520,False,0,124597,0.313494,0.0,Genocide,6.0,2.0,9.0,11.0,1968.0
19521,False,0,42628,0.464229,0.0,"Goke, Body Snatcher from Hell",7.2,8.0,14.0,8.0,1968.0
19525,False,0,103640,1.196578,0.0,Ishaqzaade,6.4,23.0,11.0,5.0,2012.0
19527,False,0,123359,2.540221,4534.0,Here Comes the Devil,5.8,43.0,11.0,9.0,2012.0
19532,False,0,57230,1.536545,0.0,Viy,6.6,32.0,27.0,11.0,1967.0
19535,False,0,71720,0.210451,0.0,The Rusty Knife,6.0,3.0,1.0,1.0,1958.0
19541,False,0,76960,0.007064,0.0,Rules of Single Life,0.0,0.0,1.0,4.0,2011.0
19551,False,0,537,1.078297,0.0,Not Here to Be Loved,5.2,8.0,12.0,10.0,2005.0
19559,False,0,151232,0.838046,0.0,Mother,6.1,4.0,14.0,1.0,1992.0
19574,False,0,283101,0.017007,0.0,Shadowing the Third Man,0.0,0.0,11.0,10.0,2004.0
19584,False,0,40709,2.42363,0.0,We Are From The Future,6.1,30.0,1.0,1.0,2008.0
19586,False,0,71723,0.707129,0.0,Take Aim at the Police Van,5.4,4.0,27.0,1.0,1960.0
19597,False,0,40075,0.878669,0.0,"Ator, the Fighting Eagle",3.6,13.0,7.0,10.0,1982.0
19598,False,0,80059,0.012333,0.0,The Tattooed Widow,0.0,0.0,10.0,3.0,1998.0
19604,False,0,99579,6.974885,0.0,"Farewell, My Queen",5.8,88.0,21.0,3.0,2012.0
19609,False,0,105210,2.129707,0.0,Thermae Romae,5.7,29.0,28.0,4.0,2012.0
19610,False,0,78604,2.932292,0.0,Michael,7.4,34.0,12.0,5.0,2011.0
19615,False,0,95503,0.119397,0.0,Thirst for Love,7.0,3.0,18.0,2.0,1967.0
19621,False,0,108512,0.664592,0.0,Three Resurrected Drunkards,5.0,3.0,30.0,3.0,1968.0
19622,False,0,149190,0.60492,0.0,Tormento,5.0,1.0,11.0,2.0,1950.0
19623,False,0,45000,0.82687,0.0,Les Visiteurs du Soir,7.6,12.0,5.0,12.0,1942.0
19624,False,0,50950,0.930353,0.0,Ingmar Bergman Makes a Movie,7.3,3.0,1.0,1.0,1963.0
19631,False,0,50845,3.010211,0.0,The Clink of Ice,5.3,57.0,25.0,8.0,2010.0
19632,False,0,95508,0.171429,0.0,The Warped Ones,6.5,4.0,3.0,9.0,1960.0
19635,False,0,80280,5.335003,10158000.0,[REC]³ Genesis,4.9,360.0,30.0,3.0,2012.0
19637,False,1400000,117691,9.777219,4100000.0,Gangs of Wasseypur,7.0,83.0,22.0,6.0,2012.0
19641,False,61000000,99770,9.722726,0.0,Astérix and Obélix: God Save Britannia,4.9,326.0,17.0,10.0,2012.0
19647,False,0,60985,1.112376,3777141.0,Turkish Passion,5.2,12.0,18.0,11.0,1994.0
19648,False,0,49846,0.133962,0.0,Un Dimanche à Kigali,7.8,2.0,3.0,4.0,2006.0
19652,False,0,9736,5.922081,0.0,Love Me No More,6.8,42.0,30.0,4.0,2008.0
19654,False,1951964,135161,0.331599,0.0,You Are God,5.3,9.0,7.0,5.0,2012.0
19656,False,650000,99650,0.199933,0.0,Skyscraper,5.7,3.0,15.0,9.0,2011.0
19657,False,0,121823,10.066776,0.0,Tai Chi Zero,5.6,43.0,27.0,9.0,2012.0
19658,False,0,66893,0.571449,0.0,The White Angel,5.0,1.0,6.0,4.0,1955.0
19659,False,0,42712,0.368482,0.0,The X from Outer Space,4.4,8.0,25.0,3.0,1967.0
19662,False,0,71261,0.798831,0.0,The Glamorous Life of Sachiko Hanai,5.9,7.0,14.0,10.0,2003.0
19676,False,0,85741,0.660023,0.0,Free Men,5.2,10.0,28.0,9.0,2011.0
19678,False,0,91030,0.76798,0.0,This Ain’t California,6.5,14.0,15.0,8.0,2012.0
19688,False,0,149763,2.370516,0.0,Men Do what Men Can,6.3,13.0,10.0,10.0,2012.0
19689,False,0,86983,0.635034,0.0,Stockholm East,6.0,2.0,21.0,10.0,2011.0
19690,False,4000000,41530,0.311041,0.0,The Woman Who Dreamed of a Man,4.8,5.0,21.0,1.0,2010.0
19695,False,0,72245,0.5387,0.0,The Piano in a Factory,7.2,11.0,15.0,7.0,2011.0
19696,False,0,128158,4.713745,148671.0,The Patience Stone,6.2,33.0,8.0,9.0,2012.0
19697,False,0,43761,0.504825,0.0,Hamoun,7.5,6.0,1.0,1.0,1990.0
19701,False,0,262988,0.338325,0.0,The Men Who Made the Movies: Samuel Fuller,0.0,0.0,2.0,7.0,2002.0
19716,False,0,39814,1.494051,0.0,Salvage,4.8,21.0,22.0,3.0,2010.0
19743,False,0,125623,2.611671,0.0,The Other Son,6.1,25.0,2.0,4.0,2012.0
19752,False,0,133458,9.090998,0.0,The Hypnotist,5.3,51.0,28.0,9.0,2012.0
19756,False,0,286267,0.001908,0.0,One Man's Fate,0.0,0.0,1.0,9.0,1940.0
19760,False,0,13391,9.797201,0.0,Vexille,6.8,53.0,18.0,8.0,2007.0
19761,False,2500000,79070,2.942355,3358.0,Sleepless Night,6.0,48.0,14.0,11.0,2011.0
19768,False,0,88564,0.622605,0.0,Fate of a Man,7.3,9.0,1.0,8.0,1959.0
19769,False,0,14720,1.18718,0.0,All About Actresses,6.3,20.0,28.0,1.0,2009.0
19772,False,8900000,86837,7.663947,29844753.0,Amour,7.5,413.0,1.0,7.0,2012.0
19774,False,0,98631,3.161281,0.0,Himizu,7.4,34.0,6.0,9.0,2011.0
19776,False,0,62580,11.968475,0.0,The Well Digger's Daughter,6.7,60.0,19.0,4.0,2011.0
19778,False,0,38030,1.259639,0.0,Jiang Hu,6.9,8.0,26.0,5.0,2004.0
19787,False,31000000,121602,1.921426,0.0,Dangerous Liaisons,6.0,18.0,27.0,9.0,2012.0
19793,False,0,121793,4.194984,0.0,Capital,5.4,53.0,14.0,11.0,2012.0
19794,False,0,43652,0.828537,0.0,Beloved Berlin Wall,7.8,6.0,19.0,11.0,2009.0
19798,False,0,45585,1.472867,0.0,Kill Me Please,7.1,7.0,3.0,11.0,2010.0
19802,False,0,53354,1.461445,0.0,In Their Sleep,5.1,15.0,21.0,3.0,2010.0
19803,False,0,68280,5.479873,0.0,Requiem for a Killer,4.6,23.0,1.0,6.0,2011.0
19812,False,0,135718,2.960593,0.0,OMG: Oh My God!,7.1,42.0,28.0,9.0,2012.0
19818,False,0,16276,2.37193,0.0,The Tiger Brigades,5.8,28.0,14.0,4.0,2006.0
19819,False,0,63172,0.64636,0.0,The Year 01,7.6,5.0,22.0,2.0,1973.0
19824,False,0,85878,3.572172,0.0,Starry Starry Night,6.9,20.0,3.0,11.0,2011.0
19827,False,0,59434,1.249245,0.0,The Counterfeiters of Paris,7.1,15.0,27.0,2.0,1961.0
19828,False,0,25746,1.208795,0.0,Kabei: Our Mother,7.1,10.0,26.0,1.0,2008.0
19829,False,0,49363,0.622677,0.0,Samurai Banners,7.9,4.0,1.0,3.0,1969.0
